date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST,top10_ratio,decay,modified_turn,score_raw,basket_raw,average-5-periods-return_raw,5-periods-winning_raw,average-10-periods-return_raw,10-periods-winning_raw,average-20-periods-return_raw,20-periods-winning_raw,score_adj,basket_adj,average-5-periods-return_adj,5-periods-winning_adj,average-10-periods-return_adj,10-periods-winning_adj,average-20-periods-return_adj,20-periods-winning_adj
2009-09-04,sz.002281,7.766283,8.04492,7.739605,7.840388,7.870031,4402538,117008162.31,2,13.757931,1,-0.3766,0,0.0,1.0,13.757931,-0.34112126955176253,1.0,0.07561437010515304,true,0.09187147370767867,true,0.06691875453102569,true,-0.34112126955176253,1.0,0.07561437010515304,true,0.09187147370767867,true,0.06691875453102569,true
2009-09-07,sz.002281,7.840388,8.181275,7.81371,7.997493,7.840388,5497092,149020939.21,2,17.178413,1,2.0038,0,0.0,1.0,17.178413,-0.16138919937767682,2.0,0.0689398540267554,true,0.06449221024638585,true,0.04855446575570621,true,-0.16138919937767682,2.0,0.0689398540267554,true,0.06449221024638585,true,0.04855446575570621,true
2009-09-08,sz.002281,7.944136,8.056777,7.822603,7.994528,7.997493,3173171,85063747.34,2,9.916159,1,-0.0371,0,0.0,1.0,9.916159,-0.11209587933301551,2.0,0.031887310920669654,true,0.06117909650200737,true,0.06599926849965376,true,-0.11209587933301551,2.0,0.031887310920669654,true,0.06117909650200737,true,0.06599926849965376,true
2009-09-09,sz.002281,7.958958,8.471769,7.704034,8.368021,7.994528,8308159,226925380.72,2,25.962997,1,4.6719,0,0.0,1.0,25.962997,-0.002120892953379935,2.0,0.08430750831050737,true,0.013106683169174627,true,0.023025157322143386,true,-0.002120892953379935,2.0,0.08430750831050737,true,0.013106683169174627,true,0.023025157322143386,true
2009-09-10,sz.002281,8.240559,8.545875,8.136811,8.264273,8.368021,6909952,194759973.0,2,21.5936,1,-1.2398,0,0.0,1.0,21.5936,0.11825353731679737,3.0,0.0882353475012263,true,0.06850790142097218,true,0.04698707315210915,true,0.11825353731679737,3.0,0.0882353475012263,true,0.06850790142097218,true,0.04698707315210915,true
2009-09-11,sz.002281,8.181275,8.711872,8.033063,8.433234,8.264273,6507797,185899278.15,2,20.336866,1,2.0445,0,0.0,1.0,20.336866,0.09835440693459502,3.0,0.015114249171788607,true,-0.01054482776121235,false,0.07978920067912276,true,0.09835440693459502,3.0,0.015114249171788607,true,-0.01054482776121235,false,0.07978920067912276,true
2009-09-14,sz.002281,8.468805,8.587374,8.323558,8.548839,8.433234,4424258,126364929.58,2,13.825806,1,1.3708,0,0.0,1.0,13.825806,0.14314044778526763,3.0,-0.004160798910822883,false,-0.08356444658742546,false,0.039528525452403596,true,0.14314044778526763,3.0,-0.004160798910822883,false,-0.08356444658742546,false,0.039528525452403596,true
2009-09-15,sz.002281,8.513269,8.545875,8.249452,8.249452,8.548839,3910968,111078076.41,2,12.221775,1,-3.5021,0,0.0,1.0,12.221775,0.08540024052628845,3.0,0.02838661283197963,true,-0.05461732488412563,false,0.18505217073812896,true,0.08540024052628845,3.0,0.02838661283197963,true,-0.05461732488412563,false,0.18505217073812896,true
2009-09-16,sz.002281,8.178311,9.073508,8.139776,9.073508,8.249452,7948798,235042199.76,2,24.839994,1,9.9892,0,0.0,1.0,24.839994,0.007785254598983701,3.0,-0.06566479028838679,false,-0.10225416674565124,false,0.1143417738762118,true,0.007785254598983701,3.0,-0.06566479028838679,false,-0.10225416674565124,false,0.1143417738762118,true
2009-09-17,sz.002281,9.189113,9.515178,8.910475,8.993474,9.073508,10039108,313559580.55,2,31.372213,1,-0.8821,0,0.0,1.0,31.372213,0.0912442464501036,3.0,-0.018127922535829954,false,-0.08998024567592022,false,0.16348054155713343,true,0.0912442464501036,3.0,-0.018127922535829954,false,-0.08998024567592022,false,0.16348054155713343,true
2009-09-18,sz.002281,8.993474,8.993474,8.993474,8.993474,8.993474,0,0.0,2,,0,0.0,0,,,,,,,,,,,,,,,,,,,
